iter	AUC	Logloss
882	0.9652961661	0.250892094
883	0.9653716422	0.2507639532
884	0.9654701896	0.2505099891
885	0.9655700553	0.2503128843
886	0.9656013663	0.2502534411
887	0.9656244376	0.2501613675
888	0.9656214713	0.2501438548
889	0.9657022208	0.2500244465
890	0.9657753898	0.2499070248
891	0.9658301017	0.2497904935
892	0.9658881095	0.2496851329
893	0.9659691886	0.2494752864
894	0.966047631	0.2493310222
895	0.9661194816	0.2491867202
896	0.9661811149	0.2490836148
897	0.9662519767	0.24893976
898	0.9662954826	0.2488528832
899	0.9663297599	0.2487694652
900	0.966359423	0.2486987858
901	0.9663571159	0.2486121894
902	0.9664006217	0.2485323687
903	0.9664536857	0.2484333341
904	0.9665489372	0.2481775564
905	0.9666745109	0.2479290885
906	0.9667173576	0.2478591492
907	0.9667704216	0.2477713885
908	0.9668139274	0.2476424182
909	0.9668650138	0.2475397107
910	0.9669319206	0.247436382
911	0.9669655387	0.2473412274
912	0.9670106926	0.247245619
913	0.9670749626	0.2471959946
914	0.9672259147	0.2469103826
915	0.9672987541	0.2467881706
916	0.9673458854	0.246675641
917	0.9673702751	0.2465916515
918	0.9674473991	0.2464634169
919	0.9674684929	0.2464188374
920	0.9674932121	0.2463764166
921	0.9676537224	0.2461249735
922	0.9677143669	0.2459605462
923	0.9677315056	0.2458926962
924	0.9677558952	0.2458436371
925	0.967788195	0.2457020299
926	0.9678686149	0.2455114626
927	0.9679144279	0.2454085163
928	0.968061425	0.2451271928
929	0.9680894401	0.2450554999
930	0.9681270134	0.2449921503
931	0.9681372307	0.2449195281
932	0.9681708488	0.2448067612
933	0.968244677	0.2446817805
934	0.9682565422	0.2446373472
935	0.9683023552	0.2445968591
936	0.9683715691	0.2444858813
937	0.9684226555	0.244380741
938	0.9684490227	0.2443133453
939	0.9684635246	0.2442171424
940	0.9685333977	0.2440937849
941	0.9685370232	0.244064697
942	0.9685689934	0.2439998047
943	0.9685953606	0.2439379654
944	0.9686738029	0.2437571011
945	0.9688250847	0.2434457645
946	0.9688972649	0.2432759092
947	0.968956591	0.2430966694
948	0.9690310783	0.2429657848
949	0.9690614006	0.2428553977
950	0.9691550041	0.2426420363
951	0.9691813713	0.2426108209
952	0.9692034538	0.2425401133
953	0.9692818962	0.2424238273
954	0.9693079338	0.2423529827
955	0.9693273796	0.2422943721
956	0.9693514397	0.2422635055
957	0.9694199944	0.2421470669
958	0.9694489983	0.2420939179
959	0.9695363396	0.2419760695
960	0.9695699578	0.2418857105
961	0.9696553215	0.2416981714
962	0.9696849846	0.2415974921
963	0.9697281609	0.241521871
964	0.969781884	0.2414080464
965	0.969820446	0.2413065872
966	0.9698903191	0.2411305086
967	0.969963488	0.2409714725
968	0.9700182	0.2408543631
969	0.9700857659	0.2406922418
970	0.9701157585	0.2406086306
971	0.9701510247	0.2405374967
972	0.9703177971	0.2402555991
973	0.9703365837	0.2402229376
974	0.970427221	0.239961473
975	0.9704746819	0.2398401717
976	0.9705682854	0.239663104
977	0.9706450798	0.2395732075
978	0.9707330803	0.2393773121
979	0.9707353875	0.2393507194
980	0.9707271477	0.2393124227
981	0.9707475823	0.2392400475
982	0.9708533806	0.2390431824
983	0.9708556878	0.2389922907
984	0.9709239129	0.2388660663
985	0.9709753289	0.2386926165
986	0.971050805	0.2385154378
987	0.9711266106	0.238293743
988	0.9711546258	0.2382590652
989	0.9712149407	0.2381693526
990	0.9712584466	0.2380074537
991	0.9712801995	0.2379623945
992	0.9713457879	0.2378223963
993	0.9713467766	0.2378146667
994	0.9713632561	0.2377292842
995	0.971471032	0.23757648
996	0.9715208001	0.2374815649
997	0.9715310174	0.2374353943
998	0.9715590325	0.2373381651
999	0.9716674676	0.2371578365
