iter	Logloss
355	0.3399296945
356	0.3398888286
357	0.3397460859
358	0.3395477898
359	0.3392725919
360	0.3392437059
361	0.3392340891
362	0.3391033728
363	0.3390176867
364	0.3388138824
365	0.3387733692
366	0.3386752131
367	0.3384707466
368	0.3384089025
369	0.338349059
370	0.3381675028
371	0.3380866609
372	0.3379803079
373	0.3378845515
374	0.3378172153
375	0.3377238412
376	0.3375073227
377	0.3372683543
378	0.3371975943
379	0.3369870951
380	0.3367116593
381	0.3366175502
382	0.3364272164
383	0.336162115
384	0.3360694583
385	0.335924376
386	0.3354936773
387	0.335289211
388	0.3352226008
389	0.3351259035
390	0.3349847497
391	0.3348705339
392	0.3347603058
393	0.3347004207
394	0.3344392332
395	0.3342107401
396	0.3342082514
397	0.3341722516
398	0.334009576
399	0.3339563573
400	0.3339254644
401	0.3338030035
402	0.3336240764
403	0.3335089358
404	0.3334100359
405	0.333173272
406	0.3330340642
407	0.3329098656
408	0.332806053
409	0.3326609928
410	0.3325375117
411	0.3323435331
412	0.3323036114
413	0.3319265245
414	0.3318482288
415	0.3317659348
416	0.3316728599
417	0.3315866465
418	0.3315547712
419	0.3312901252
420	0.3312849723
421	0.3312274627
422	0.3311462933
423	0.3309061791
424	0.3307850485
425	0.3307305111
426	0.3306328554
427	0.3303674692
428	0.3301944518
429	0.3297212897
430	0.3296136738
431	0.3294853529
432	0.3294632648
433	0.3294030839
434	0.3293662752
435	0.3292766551
436	0.3292672236
437	0.329230657
438	0.3290786212
439	0.3289246475
440	0.3287810845
441	0.3287671751
442	0.3285335657
443	0.3283714827
444	0.3282441992
445	0.3281524669
446	0.3280214807
447	0.3278071864
448	0.3274374188
449	0.3272016605
450	0.3271472184
451	0.3271273603
452	0.3270975148
453	0.3270926173
454	0.3269859235
455	0.3269587237
456	0.3269136522
457	0.3268380023
458	0.3267508964
459	0.3266254285
460	0.3264513051
461	0.3262446012
462	0.3261338135
463	0.3259161486
464	0.3255103388
465	0.3253922832
466	0.3252340257
467	0.3251210712
468	0.3250664609
469	0.3249841552
470	0.3249701223
471	0.3248817502
472	0.3248395173
473	0.3246543942
474	0.3245063796
475	0.3244587025
476	0.3243247013
477	0.3242057689
478	0.3240228796
479	0.3238165728
480	0.3237070292
481	0.3235697287
482	0.3233793876
483	0.3233621185
484	0.3229412302
485	0.3229297865
486	0.3227958206
487	0.3226349986
488	0.3223912564
489	0.322322635
490	0.3221907103
491	0.321985462
492	0.3219544724
493	0.3218122773
494	0.3217498717
495	0.321721835
496	0.3214611471
497	0.3212436786
498	0.3210801127
499	0.3210707582
500	0.3210086653
501	0.3209954314
502	0.3207342585
503	0.3206019766
504	0.3205935727
505	0.3205595555
506	0.3205157353
507	0.3204368008
508	0.3203940585
509	0.3203471318
510	0.320305173
511	0.3199764406
512	0.3199142574
513	0.3198362847
514	0.3195381026
515	0.319477753
516	0.3192470426
517	0.3191679555
518	0.3189728527
519	0.3189692529
520	0.3189362452
521	0.3186296242
522	0.3185410322
523	0.3183284027
524	0.3182780319
525	0.3180027488
526	0.3178874419
527	0.3176841455
528	0.3175947775
529	0.3175373128
530	0.3173419206
531	0.3172354097
532	0.3172077447
533	0.3169710876
534	0.3166009479
535	0.3163894114
536	0.3162808881
537	0.316197893
538	0.3158570194
539	0.3157528639
540	0.3156024225
541	0.3153059801
542	0.3152116853
543	0.3149991986
544	0.3148578477
545	0.3148029618
546	0.3145963873
547	0.314391818
548	0.3141063926
549	0.3139884294
550	0.313796492
551	0.313742147
552	0.3134800223
553	0.3133577823
554	0.3131722084
555	0.3130702572
556	0.3130410202
557	0.3129960231
558	0.3129688038
559	0.3129328764
560	0.3128282263
561	0.3127611023
562	0.3125389287
563	0.3125027058
564	0.3123446224
565	0.312200121
566	0.3119513438
567	0.3118779241
568	0.3115629021
569	0.311510738
570	0.3113999927
571	0.311387989
572	0.3113205941
573	0.3113106276
574	0.3110903424
575	0.3110475967
576	0.3110339075
577	0.3109800484
578	0.3108207431
579	0.310798895
580	0.3107867003
581	0.3107759936
582	0.310675665
583	0.3105697901
584	0.3105022098
585	0.3103802947
586	0.3101631398
587	0.3098164236
588	0.3097332934
589	0.3097005983
590	0.3093796394
591	0.3093266443
592	0.3091474565
593	0.3090468722
594	0.3089879401
595	0.3087747543
596	0.3087603645
597	0.3087457113
598	0.308546399
599	0.3085283177
600	0.3084898234
601	0.3083748414
602	0.308227797
603	0.3081470762
604	0.3078458786
605	0.3077525333
606	0.3075433701
607	0.3075152801
608	0.307477751
609	0.3074435503
610	0.3073300015
611	0.307301225
612	0.3072290347
613	0.3070775451
614	0.307027563
615	0.3069392424
616	0.3068083681
617	0.3065998466
618	0.3065513347
619	0.3065430445
620	0.3064853961
621	0.3061012214
622	0.3060743931
623	0.3059900176
624	0.3058081868
625	0.3057690576
626	0.3056016712
627	0.3055516118
628	0.3055194095
629	0.3054191487
630	0.3054140503
631	0.3052492129
632	0.3050300387
633	0.3049222862
634	0.3049026321
635	0.3048069135
636	0.3046328916
637	0.3045334906
638	0.3044972298
639	0.3044373123
640	0.304372236
641	0.304342264
642	0.3043184625
643	0.3042544293
644	0.3040124423
645	0.3039970631
646	0.3038843992
647	0.3036914642
648	0.3034511271
649	0.3032793859
650	0.3031496678
651	0.3029346958
652	0.3027441833
653	0.3024381543
654	0.3023892284
655	0.3022751895
656	0.3022019627
657	0.3020578489
658	0.3020277314
659	0.301934945
660	0.3018707005
661	0.3017754795
662	0.3016428203
663	0.3014476705
664	0.3013561649
665	0.3011727725
666	0.3011013926
667	0.3009668999
668	0.3006521521
669	0.3005587025
670	0.300392024
671	0.3003297809
672	0.3001760237
673	0.3001351936
674	0.3000857739
675	0.2999597484
676	0.2999012423
677	0.2997115866
678	0.2995840334
679	0.2992882657
680	0.2992417629
681	0.2992065815
682	0.2990563524
683	0.2989246569
684	0.2988277095
685	0.2987583083
686	0.2986802056
687	0.2984304284
688	0.2982294346
689	0.2981623776
690	0.2980828005
691	0.2980576672
692	0.29799632
693	0.2979889476
694	0.297912039
695	0.2978739973
696	0.2978626072
697	0.2977324582
698	0.2977119883
699	0.297650707
700	0.2974774853
701	0.2974502216
702	0.297385598
703	0.2972969662
704	0.2972376651
705	0.2970795906
706	0.2967656442
707	0.2967521895
708	0.2967078995
709	0.2964222265
710	0.296383869
711	0.2963206659
712	0.2963023093
713	0.2961670313
714	0.2960525301
715	0.2960296826
716	0.2958717488
717	0.2958379554
718	0.2958183501
719	0.2955548716
720	0.2953680836
721	0.2953563933
722	0.2952861845
723	0.295077864
724	0.2949748196
725	0.2948885053
726	0.2948193534
727	0.2948052843
728	0.2947862557
729	0.2947413855
730	0.2946926384
731	0.2946022177
732	0.2945682255
733	0.294557538
734	0.2944233705
735	0.2943979069
736	0.2943089588
737	0.2940312555
738	0.2936555551
739	0.2935228383
740	0.2934311366
741	0.2933491993
742	0.293338552
743	0.293157906
744	0.2930408042
745	0.292937148
746	0.2926797969
747	0.2926329361
748	0.2925273703
749	0.2922546753
750	0.292128165
751	0.2920092907
752	0.291978852
753	0.2919525428
754	0.291837319
755	0.2918272207
756	0.2917094619
757	0.2917039976
758	0.2915319611
759	0.2915005219
760	0.2912742636
761	0.2909340143
762	0.2908195632
763	0.2907717053
764	0.2907014371
765	0.2906130367
766	0.2905384741
767	0.2904497022
768	0.2902933094
769	0.2901587753
770	0.2901155415
771	0.2898063511
772	0.2896862897
773	0.2895888998
774	0.2895297761
775	0.2894725112
776	0.2894634801
777	0.2893436946
778	0.2892554947
779	0.2891873768
780	0.2888389958
781	0.2886301489
782	0.2884410207
783	0.288353127
784	0.2881691726
785	0.2879780186
786	0.287875229
787	0.2877141811
788	0.2876515963
789	0.2874839663
790	0.2874501253
791	0.2873992246
792	0.2872553684
793	0.2871921261
794	0.2870870091
795	0.2870492638
796	0.2867405744
797	0.2866053507
798	0.2864384793
799	0.2862990018
800	0.2862767265
801	0.2861630502
802	0.2861234472
803	0.2860950753
804	0.2860860986
805	0.2860529927
806	0.2860214725
807	0.2859222849
808	0.2858211839
809	0.2857580494
810	0.2857320519
811	0.2856815666
812	0.285357985
813	0.2853205661
814	0.2852711013
815	0.2850318616
816	0.284619169
817	0.2844741265
818	0.2843652246
819	0.2843299042
820	0.2841985619
821	0.284146321
822	0.2840711684
823	0.2839601832
824	0.2838404774
825	0.2836907722
826	0.2836874867
827	0.2835773567
828	0.2835230134
829	0.2834604603
830	0.2833506704
831	0.2831885003
832	0.2831615979
833	0.2831046837
834	0.2829802158
835	0.2829175597
836	0.2828826944
837	0.2826715834
838	0.2826334629
839	0.2824996338
840	0.2823496215
841	0.282270345
842	0.2821678891
843	0.2820861257
844	0.2820644237
845	0.282021566
846	0.2818868729
847	0.2816699597
848	0.2815677991
849	0.2814701847
850	0.2813892993
851	0.281136429
852	0.2811167517
853	0.2810865768
854	0.2810627697
855	0.2810572666
856	0.2810160398
857	0.2809306424
858	0.2806619442
859	0.2805986979
860	0.2804589745
861	0.2804089644
862	0.2802334735
863	0.2800682155
864	0.2799733367
865	0.2799231868
866	0.2798434057
867	0.2796376122
868	0.2795929772
869	0.2794672048
870	0.2794623201
871	0.2792514919
872	0.2792243475
873	0.2790523872
874	0.2788549787
875	0.2788067076
876	0.2784756328
877	0.2784222189
878	0.2780740848
879	0.2780298782
880	0.2778876971
881	0.2778801701
882	0.2777977622
883	0.2777521196
884	0.2777305438
885	0.2776297792
886	0.2773941606
887	0.2772335859
888	0.2771152461
889	0.2769931686
890	0.2768692091
891	0.2765570186
892	0.276354474
893	0.2761454312
894	0.276128421
895	0.2760355709
896	0.2759815524
897	0.2756930625
898	0.2756432413
899	0.2756041367
900	0.27554218
901	0.2753624384
902	0.2751220223
903	0.2749986017
904	0.2747498728
905	0.2747101794
906	0.2746305976
907	0.2745615891
908	0.2745368374
909	0.2744483745
910	0.2741464121
911	0.2740167707
912	0.2739885562
913	0.2739539451
914	0.2737106965
915	0.2736174762
916	0.2735145435
917	0.2732411069
918	0.2731394791
919	0.2730420532
920	0.2729829677
921	0.2727871209
922	0.2727080052
923	0.2725801612
924	0.2724980648
925	0.2724694106
926	0.2722542438
927	0.2722284057
928	0.2721648746
929	0.2721569148
930	0.2720923231
931	0.2720527428
932	0.2719695101
933	0.2719479358
934	0.2719386479
935	0.2718967548
936	0.27174652
937	0.27157351
938	0.2715225449
939	0.2713882728
940	0.2712919012
941	0.2712045688
942	0.270975125
943	0.2709649977
944	0.2708570967
945	0.2707026486
946	0.2706880424
947	0.270563533
948	0.270547622
949	0.2704702017
950	0.2704525322
951	0.270349193
952	0.2702678401
953	0.2699512413
954	0.2698673453
955	0.2697516884
956	0.2696867999
957	0.2695141964
958	0.2694823642
959	0.269398914
960	0.2693583993
961	0.2693521338
962	0.2693376252
963	0.2691347017
964	0.2690962326
965	0.2690632932
966	0.2690443128
967	0.2689572452
968	0.2687632677
969	0.2686509385
970	0.2685810091
971	0.2684643899
972	0.2683093676
973	0.2682331437
974	0.2682101622
975	0.2682007401
976	0.2679825915
977	0.2678631493
978	0.2675326869
979	0.2674311333
980	0.2673275691
981	0.2673061358
982	0.2669788864
983	0.2666874293
984	0.2666683982
985	0.2665385792
986	0.266418838
987	0.2662857201
988	0.2662365336
989	0.266192089
990	0.2660848177
991	0.2660549222
992	0.2659294065
993	0.2658428594
994	0.2658101765
995	0.2655753447
996	0.2655060072
997	0.2651689296
998	0.2650478343
999	0.2648769479
